value
-74.7953998
-74.7947307
-74.7888007
-74.8239497
-74.7796773
-74.798462
-74.8241392
-74.7944456
-74.8387982
-74.8083194
-74.7840516
-74.7826996
-74.8078917
-74.7944055
-74.7917569
-74.83604
-74.8380514
-74.8276547
-74.8094088
-74.7952836
-74.7944106
-74.8065795
-74.805047
-74.8341048
-74.8066326
-74.8167568
-74.799969
-74.8241065
-74.83705
-74.8139975
-74.8338252
-74.8010849
-74.7790689
-74.8076978
-74.795472
-74.8275383
-74.837589
-74.7858976
-74.7826679
-74.7914068
-74.8106529
-74.7830971
-74.7997145
-74.7691518
-74.82794
-74.7900481
-74.8016202
-74.7973402
-74.7816947
-74.7966044
-74.7974518
-74.8247982
-74.8288426
-74.7666086
-74.8084833
-74.8387792
-74.7760171
-74.8083262
-74.7988988
-74.8361523
-74.7790186
-74.7944055
-74.8027079
-74.8016202
-74.8241392
-74.7765451
-74.7997875
-74.7878093
-74.7912837
-74.8026262
-74.8304579
-74.7980609
-74.7945109
-74.7861358
-74.8251595
-74.81553
-74.8186635
-74.8192244
-74.7974367
-74.778038
-74.8053419
-74.7841543
-74.8051279
-74.7932646
-74.7984918
-74.7885581
-74.8291203
-74.8109723
-74.7976839
-74.7880046
-74.84016
-74.833999
-74.8066785
-74.8185005
-74.7961441
-74.8475051
-74.7989668
-74.8052075
-74.8370318
-74.8042111
-74.7951238
-74.786789
-74.823232
-74.7795613
-74.825106
-74.8118027
-74.7974614
-74.7901346
-74.8105552
-74.8030777
-74.8008506
-74.7938546
-74.8338252
-74.8100735
-74.8012388
-74.8141497
-74.7993202
-74.7956681
-74.8256309
-74.788183
-74.8085037
-74.8159369
-74.7870057
-74.8360466
-74.7858159
-74.8060248
-74.837589
-74.7981049
-74.8169148
-74.8405736
-74.7906413
-74.7990727
-74.8013982
-74.801006
-74.8147341
-74.8381809
-74.8075331
-74.8067513
-74.8047267
-74.82757
-74.787898
-74.796371
-74.8371453
-74.7959639
-74.8106524
-74.7878093
-74.8436594
-74.824124
-74.8261546
-74.8035302
-74.7954572
-74.7914026
-74.8148319
-74.7935699
-74.8832797
-74.7947307
-74.8053632
-74.8091977
-74.7837128
-74.82164
-74.7588907
-74.7883845
-74.7947184
-74.7913534
-74.8286176
-74.8065998
-74.8412453
-74.83604
-74.8085408
-74.8267148
-74.7932687
-74.8048959
-74.8365851
-74.8388765
-74.7966875
-74.8093676
-74.7995083
-74.7843573
-74.7960014
-74.7722529
-74.8166813
-74.7924952
-74.7981049
-74.7998819
-74.8073209
-74.7839103
-74.826488
-74.7959911
-74.8073209
-74.8094114
-74.8171564
-74.8399031
-74.8138825
-74.8355128
-74.8056446
-74.7858159
-74.7940604
-74.8479578
-74.7968745
-74.8049555
-74.7912153
-74.799069
-74.8015272
-74.7936216
-74.8226427
-74.8276512
-74.7913534
-74.8197644
-74.8028372
-74.7746934
-74.8412898
-74.8113315
-74.7734581
-74.8144682
-74.8100681
-74.8043004
-74.8022462
-74.7931179
-74.8330048
-74.7768306
-74.8168791
-74.8061823
-74.8064241
-74.8030433
-74.7980303
-74.7914641
-74.79302
-74.8146798
-74.7995305
-74.8368188
-74.7999505
-74.8054738
-74.8049516
-74.8026956
-74.7638354
-74.7966044
-74.7980459
-74.7842287
-74.7882991
-74.8299914
-74.7870776
-74.7894002
-74.8277161
-74.822953
-74.8146649
-74.8381809
-74.8179585
-74.833999
-74.8038788
-74.8061227
-74.7973893
-74.7802244
-74.8187953
-74.7734581
-74.8699356
-74.7924641
-74.8012173
-74.7768306
-74.7860094
-74.7990656
-74.802626
-74.8256007
-74.7839103
-74.800526
-74.8206019
-74.8043401
-74.8367242
-74.8104014
-74.7900936
-74.797628
-74.7848518
-74.7861464
-74.8131539
-74.8035398
-74.792276
-74.8393968
-74.7780797
-74.8034523
-74.7746425
-74.803393
-74.8011926
-74.7833667
-74.8146322
-74.8057431
-74.8117761
-74.7838151
-74.8200773
-74.7735096
-74.7975285
-74.8069813
-74.7735096
-74.8075578
-74.8058081
-74.8069813
-74.7657835
-74.799097
-74.8050234
-74.8123266
-74.8113515
-74.8117761
-74.8009057
-74.8104505
-74.8193648
-74.837589
-74.7990727
-74.8127252
-74.7862361
-74.8364254
-74.7941918
-74.8199914
-74.7890859
-74.8067513
-74.8003674
-74.7796497
-74.7903067
-74.7743478
-74.8253443
-74.7912044
-74.7924952
-74.8371453
-74.7697226
-74.8354941
-74.7750108
-74.7898685
-74.7699312
-74.8170417
-74.7854797
-74.8094051
-74.7926382
-74.7975776
-74.8913094
-74.8275383
-74.7869062
-74.8069813
-74.805035
-74.8105866
-74.7855308
-74.837589
-74.8127399
-74.8422956
-74.79389
-74.8070671
-74.8306974
-74.8011017
-74.7933183
-74.7903067
-74.7945109
-74.7991668
-74.7847211
-74.812474
-74.7977902
-74.8069813
-74.7941913
-74.8208998
-74.8421159
-74.8340425
-74.7912538
-74.830018
-74.7803136
-74.7991309
-74.8232252
-74.8343374
-74.7997145
-74.8106524
-74.7697226
-74.799097
-74.8120945
-74.8120125
-74.8210935
-74.8117761
-74.8250597
-74.8299247
-74.7996782
-74.780641
-74.7837271
-74.8013629
-74.7861464
-74.7906763
-74.8049893
-74.866632
-74.792816
-74.7997145
-74.8011704
-74.79302
-74.7887303
-74.8193648
-74.782578
-74.8038726
-74.8341475
-74.827915
-74.79302
-74.797436
-74.8277164
-74.8069813
-74.7739001
-74.799969
-74.7989589
-74.8000174
-74.8365413
-74.8126993
-74.7966797
-74.7767804
-74.7974444
-74.8064351
-74.7957592
-74.8042925
-74.8017328
-74.8185005
-74.793716
-74.8089435
-74.7974518
-74.7735394
-74.8018799
-74.7955312
-74.7752926
-74.7739971
-74.8015128
-74.8224095
-74.8247288
-74.7804034
-74.7925703
-74.7930343
-74.7918364
-74.823111
-74.8048812
-74.7831104
-74.8289001
-74.8075578
-74.8260439
-74.8274297
-74.7991213
-74.7851326
-74.8232876
-74.7838887
-74.8192445
-74.8347628
-74.8338252
-74.7868833
-74.8105552
-74.8127399
-74.7830569
-74.7837128
-74.823641
-74.795959
-74.7759899
-74.819138
-74.8162959
-74.8226727
-74.8100681
-74.7828197
-74.8380514
-74.7916977
-74.7849312
-74.8104499
-74.8154409
-74.8015153
-74.8360512
